age,sex,job,housing,saving_accounts,checking_account,credit_amount,duration,purpose
23.0,male,2,own,,little,900.0,12.0,car
50.0,male,2,own,little,,2241.0,21.0,furniture/equipment
35.0,male,3,own,little,moderate,1050.0,6.0,furniture/equipment
50.0,female,1,own,little,rich,1047.0,6.0,education
27.0,male,3,own,little,,6314.0,24.0,vacation/others
34.0,male,2,own,rich,moderate,3496.0,30.0,furniture/equipment
27.0,female,2,own,little,,3609.0,48.0,business
43.0,male,2,rent,little,little,4843.0,12.0,car
47.0,male,2,own,little,rich,3017.0,30.0,radio/TV
27.0,male,1,own,moderate,,4139.0,24.0,business
31.0,male,2,own,moderate,,5742.0,36.0,business
42.0,male,3,own,little,,10366.0,60.0,car
24.0,male,2,own,quite rich,,2080.0,6.0,car
41.0,male,1,own,quite rich,,2580.0,21.0,business
26.0,female,3,rent,little,,4530.0,30.0,radio/TV
33.0,male,2,own,little,,5150.0,24.0,furniture/equipment
24.0,male,2,own,moderate,moderate,5595.0,72.0,radio/TV
64.0,male,1,rent,little,little,2384.0,24.0,radio/TV
26.0,female,2,own,little,,1453.0,18.0,radio/TV
56.0,female,2,own,little,,1538.0,6.0,education
37.0,male,2,free,,,2279.0,12.0,radio/TV
33.0,male,2,own,little,,1478.0,15.0,radio/TV
47.0,male,2,free,little,,5103.0,24.0,radio/TV
31.0,male,1,own,moderate,moderate,9857.0,36.0,business
34.0,male,2,free,,,6527.0,60.0,car
27.0,male,2,own,,rich,1347.0,10.0,radio/TV
30.0,male,2,free,moderate,moderate,2862.0,36.0,car
35.0,male,2,own,moderate,,2753.0,9.0,radio/TV
31.0,male,2,own,rich,little,3651.0,12.0,car
25.0,male,2,own,little,little,975.0,15.0,furniture/equipment
25.0,female,1,own,moderate,moderate,2631.0,15.0,repairs
29.0,male,2,own,moderate,moderate,2896.0,24.0,radio/TV
44.0,male,1,own,,little,4716.0,6.0,car
28.0,male,2,own,little,,2284.0,24.0,radio/TV
50.0,male,2,rent,quite rich,,1236.0,6.0,car
29.0,male,2,own,little,moderate,1103.0,12.0,radio/TV
38.0,female,0,own,little,,926.0,12.0,car
24.0,male,2,own,little,,1800.0,18.0,radio/TV
40.0,male,3,rent,little,rich,1905.0,15.0,education
29.0,female,1,rent,quite rich,,1123.0,12.0,furniture/equipment
46.0,male,2,free,little,little,6331.0,48.0,car
47.0,female,2,free,moderate,rich,1377.0,24.0,radio/TV
41.0,male,2,own,moderate,moderate,2503.0,30.0,business
32.0,female,2,own,little,moderate,2528.0,27.0,business
35.0,female,2,free,quite rich,,5324.0,15.0,car
24.0,male,2,own,moderate,moderate,6560.0,48.0,car
25.0,female,2,rent,little,moderate,2969.0,12.0,furniture/equipment
25.0,female,2,own,little,moderate,1206.0,9.0,radio/TV
37.0,male,1,own,little,moderate,2118.0,9.0,radio/TV
32.0,male,3,own,quite rich,,629.0,18.0,radio/TV
35.0,female,2,free,little,little,1198.0,6.0,education
46.0,male,3,own,,,2476.0,21.0,car
25.0,male,1,own,little,little,1138.0,9.0,radio/TV
27.0,male,3,own,little,moderate,14027.0,60.0,car
63.0,male,2,own,,,7596.0,30.0,car
40.0,male,2,own,,,3077.0,30.0,radio/TV
32.0,male,3,free,little,,1505.0,18.0,radio/TV
31.0,male,2,own,,rich,3148.0,24.0,radio/TV
31.0,male,2,own,moderate,moderate,6148.0,20.0,car
34.0,male,3,own,little,rich,1337.0,9.0,radio/TV
24.0,female,2,rent,rich,moderate,433.0,6.0,education
24.0,female,1,own,little,little,1228.0,12.0,car
66.0,female,1,own,quite rich,moderate,790.0,9.0,radio/TV
21.0,female,2,rent,little,,2570.0,27.0,car
41.0,female,1,own,rich,,250.0,6.0,car
47.0,male,1,own,quite rich,,1316.0,15.0,radio/TV
25.0,female,2,rent,little,little,1882.0,18.0,radio/TV
59.0,female,2,rent,little,moderate,6416.0,48.0,business
36.0,male,2,own,rich,rich,1275.0,24.0,business
33.0,male,2,own,little,moderate,6403.0,24.0,radio/TV
21.0,male,1,rent,little,little,1987.0,24.0,radio/TV
44.0,female,1,own,little,moderate,760.0,8.0,radio/TV
28.0,female,2,rent,rich,,2603.0,24.0,car
37.0,female,2,own,little,,3380.0,4.0,car
29.0,female,0,own,,moderate,3990.0,36.0,domestic appliances
23.0,female,3,rent,little,moderate,11560.0,24.0,car
35.0,male,1,own,moderate,little,4380.0,18.0,car
45.0,male,3,own,little,,6761.0,6.0,car
26.0,female,1,rent,moderate,moderate,4280.0,30.0,business
32.0,male,2,own,moderate,little,2325.0,24.0,car
23.0,male,1,own,little,moderate,1048.0,10.0,radio/TV
41.0,male,2,own,,,3160.0,21.0,radio/TV
22.0,male,2,own,quite rich,little,2483.0,24.0,furniture/equipment
30.0,male,3,own,,little,14179.0,39.0,furniture/equipment
28.0,male,1,own,little,little,1797.0,13.0,business
23.0,female,2,rent,little,little,2511.0,15.0,car
37.0,female,1,own,little,little,1274.0,12.0,car
26.0,male,2,own,,,5248.0,21.0,car
33.0,male,2,own,little,,3029.0,15.0,car
49.0,female,2,own,little,little,428.0,6.0,furniture/equipment
23.0,female,1,own,little,little,976.0,18.0,car
23.0,female,1,rent,moderate,moderate,841.0,12.0,business
25.0,female,2,own,little,,5771.0,30.0,radio/TV
55.0,male,2,free,rich,,1555.0,12.0,repairs
32.0,female,2,rent,,little,1285.0,24.0,car
74.0,male,0,own,little,rich,1299.0,6.0,car
39.0,male,2,free,,rich,1271.0,15.0,radio/TV
31.0,male,2,own,little,,1393.0,24.0,car
35.0,male,2,own,little,little,691.0,12.0,car
59.0,female,2,own,,,5045.0,15.0,car
24.0,female,2,rent,little,little,2124.0,18.0,furniture/equipment
24.0,male,1,own,little,little,2214.0,12.0,radio/TV
30.0,male,3,free,,,12680.0,21.0,car
27.0,male,2,own,moderate,,2463.0,24.0,car
40.0,male,1,own,little,moderate,1155.0,12.0,radio/TV
31.0,male,1,own,little,little,3108.0,30.0,furniture/equipment
31.0,female,2,rent,,,2901.0,10.0,car
28.0,male,2,rent,little,moderate,3617.0,12.0,furniture/equipment
63.0,male,1,own,little,,1655.0,12.0,radio/TV
26.0,female,2,rent,,little,2812.0,24.0,car
25.0,female,3,own,little,little,8065.0,36.0,education
36.0,male,3,own,little,,3275.0,21.0,car
52.0,male,2,own,moderate,,2223.0,24.0,radio/TV
66.0,male,0,free,quite rich,rich,1480.0,12.0,car
25.0,female,2,rent,,little,1371.0,24.0,car
37.0,male,2,own,little,,3535.0,36.0,car
25.0,female,2,own,little,little,3509.0,18.0,radio/TV
38.0,male,3,own,rich,,5711.0,36.0,car
67.0,female,2,own,little,moderate,3872.0,18.0,repairs
25.0,male,2,own,little,moderate,4933.0,39.0,radio/TV
60.0,male,2,own,rich,,1940.0,24.0,car
31.0,male,1,own,little,moderate,1410.0,12.0,education
23.0,female,1,own,moderate,moderate,836.0,12.0,car
60.0,male,3,own,,moderate,6468.0,20.0,car
35.0,male,1,own,rich,moderate,1941.0,18.0,business
40.0,male,2,own,quite rich,,2675.0,22.0,radio/TV
38.0,male,2,own,,,2751.0,48.0,car
50.0,male,2,free,little,moderate,6224.0,48.0,education
27.0,male,2,own,little,little,5998.0,40.0,education
39.0,female,2,own,little,moderate,1188.0,21.0,business
41.0,male,3,own,,,6313.0,24.0,car
27.0,male,2,own,,,1221.0,6.0,furniture/equipment
51.0,male,2,free,little,rich,2892.0,24.0,furniture/equipment
32.0,male,2,rent,quite rich,,3062.0,24.0,furniture/equipment
22.0,female,2,rent,moderate,,2301.0,9.0,furniture/equipment
51.0,male,2,free,,little,7511.0,18.0,car
22.0,female,1,rent,little,,1258.0,12.0,furniture/equipment
54.0,male,2,own,,,717.0,24.0,car
35.0,male,0,own,,moderate,1549.0,9.0,car
54.0,male,2,free,little,,1597.0,24.0,education
48.0,female,1,rent,little,moderate,1795.0,18.0,radio/TV
24.0,female,2,own,little,little,4272.0,20.0,furniture/equipment
35.0,male,2,own,,,976.0,12.0,radio/TV
24.0,female,0,rent,,moderate,7472.0,12.0,car
24.0,male,2,own,little,little,9271.0,36.0,car
26.0,male,1,own,little,moderate,590.0,6.0,radio/TV
65.0,male,2,own,,,930.0,12.0,radio/TV
55.0,male,3,free,little,moderate,9283.0,42.0,car
26.0,female,0,rent,little,moderate,1778.0,15.0,car
26.0,male,2,own,little,moderate,907.0,8.0,business
28.0,male,1,own,little,moderate,484.0,6.0,radio/TV
24.0,male,2,own,little,little,9629.0,36.0,car
54.0,male,2,own,little,little,3051.0,48.0,domestic appliances
46.0,male,2,free,little,little,3931.0,48.0,car
54.0,female,2,rent,little,moderate,7432.0,36.0,car
62.0,male,2,own,quite rich,,1338.0,6.0,domestic appliances
24.0,female,2,rent,little,,1554.0,6.0,radio/TV
43.0,male,3,own,little,little,15857.0,36.0,vacation/others
26.0,male,2,own,little,little,1345.0,18.0,radio/TV
27.0,male,2,own,little,,1101.0,12.0,car
24.0,male,2,own,little,rich,3016.0,12.0,radio/TV
41.0,male,2,own,little,little,2712.0,36.0,furniture/equipment
47.0,male,1,own,little,little,731.0,8.0,car
35.0,male,3,own,little,,3780.0,18.0,furniture/equipment
30.0,male,2,own,little,little,1602.0,21.0,car
33.0,female,2,rent,little,little,3966.0,18.0,car
36.0,male,2,own,little,,4165.0,18.0,business
47.0,male,2,free,,little,8335.0,36.0,car
38.0,male,2,free,,moderate,6681.0,48.0,business
44.0,male,2,own,quite rich,,2375.0,24.0,business
23.0,female,2,rent,little,little,1216.0,18.0,car
29.0,male,2,rent,little,little,11816.0,45.0,business
42.0,female,2,own,,moderate,5084.0,24.0,radio/TV
25.0,female,1,own,little,rich,2327.0,15.0,radio/TV
48.0,male,2,own,little,little,1082.0,12.0,car
21.0,female,2,own,,,886.0,12.0,radio/TV
23.0,female,1,rent,little,,601.0,4.0,furniture/equipment
63.0,male,2,own,little,little,2957.0,24.0,car
46.0,male,2,own,little,,2611.0,24.0,radio/TV
29.0,male,2,own,little,little,5179.0,36.0,furniture/equipment
28.0,male,1,own,little,,2993.0,21.0,car
23.0,female,2,own,little,,1943.0,18.0,repairs
50.0,male,2,own,little,,1559.0,24.0,business
47.0,male,2,own,little,,3422.0,18.0,furniture/equipment
35.0,male,2,own,,moderate,3976.0,21.0,furniture/equipment
68.0,male,2,rent,,,6761.0,18.0,car
28.0,male,2,own,little,,1249.0,24.0,car
59.0,male,2,own,little,little,1364.0,9.0,radio/TV
57.0,male,1,own,little,little,709.0,12.0,radio/TV
33.0,male,2,rent,little,little,2235.0,20.0,car
43.0,male,2,own,,,4042.0,24.0,car
35.0,male,2,free,little,,1471.0,15.0,radio/TV
32.0,male,1,free,little,little,1442.0,18.0,car
45.0,male,2,own,little,,10875.0,36.0,car
33.0,male,2,own,moderate,,1474.0,24.0,car
40.0,female,2,own,,,894.0,10.0,education
28.0,male,2,free,little,,3343.0,15.0,furniture/equipment
29.0,female,2,own,little,little,3959.0,15.0,car
26.0,male,2,rent,moderate,,3577.0,9.0,car
27.0,male,2,own,rich,,5804.0,24.0,car
28.0,male,2,own,little,,2169.0,18.0,business
35.0,female,2,own,little,little,2439.0,24.0,radio/TV
32.0,male,1,own,rich,,4526.0,27.0,furniture/equipment
25.0,male,1,rent,little,,2210.0,10.0,furniture/equipment
20.0,female,2,rent,quite rich,,2221.0,15.0,furniture/equipment
27.0,female,2,own,little,little,2389.0,18.0,radio/TV
42.0,male,2,own,little,,3331.0,12.0,furniture/equipment
37.0,male,2,own,,,7409.0,36.0,business
24.0,female,2,rent,little,little,652.0,12.0,furniture/equipment
40.0,female,2,own,quite rich,,7678.0,36.0,furniture/equipment
46.0,male,2,own,little,rich,1343.0,6.0,car
26.0,male,2,own,moderate,little,1382.0,24.0,business
24.0,female,2,own,,,874.0,15.0,domestic appliances
29.0,male,1,own,little,little,3590.0,12.0,furniture/equipment
40.0,female,2,own,rich,moderate,1322.0,11.0,car
36.0,male,3,free,little,little,1940.0,18.0,radio/TV
28.0,male,2,own,little,,3595.0,36.0,radio/TV
27.0,male,3,free,little,little,1422.0,9.0,car
36.0,male,2,own,,,6742.0,30.0,radio/TV
38.0,male,3,own,little,,7814.0,24.0,car
48.0,male,2,free,,,9277.0,24.0,car
36.0,male,2,own,,moderate,2181.0,30.0,car
65.0,female,0,own,little,,1098.0,18.0,radio/TV
43.0,male,2,own,little,moderate,4057.0,24.0,furniture/equipment
53.0,female,2,own,little,little,795.0,12.0,education
34.0,male,2,own,,moderate,2825.0,24.0,business
23.0,male,2,own,little,moderate,15672.0,48.0,business
34.0,male,3,own,little,,6614.0,36.0,car
40.0,male,2,rent,,,7824.0,28.0,car
43.0,male,3,own,little,little,2442.0,27.0,business
46.0,male,2,own,little,,1829.0,15.0,radio/TV
38.0,male,1,own,little,little,2171.0,12.0,car
34.0,male,2,own,little,moderate,5800.0,36.0,car
29.0,male,2,own,,,1169.0,18.0,radio/TV
31.0,male,3,own,,,8947.0,36.0,car
28.0,female,3,rent,little,little,2606.0,21.0,radio/TV
35.0,female,2,own,rich,,1592.0,12.0,furniture/equipment
33.0,female,1,rent,,,2186.0,15.0,furniture/equipment
42.0,male,2,own,little,little,4153.0,18.0,furniture/equipment
43.0,male,2,rent,little,little,2625.0,16.0,car
44.0,male,2,own,,,3485.0,20.0,car
42.0,male,2,free,,,10477.0,36.0,car
40.0,male,2,rent,,,1386.0,15.0,radio/TV
36.0,male,3,own,little,,1278.0,24.0,radio/TV
20.0,male,3,rent,little,little,1107.0,12.0,radio/TV
24.0,male,1,own,,little,3763.0,21.0,car
27.0,male,2,own,,moderate,3711.0,36.0,education
46.0,female,1,own,little,,3594.0,15.0,car
33.0,female,1,own,,moderate,3195.0,9.0,car
34.0,female,2,own,little,,4454.0,36.0,radio/TV
25.0,female,1,own,little,moderate,4736.0,24.0,furniture/equipment
25.0,female,2,own,,moderate,2991.0,30.0,radio/TV
28.0,male,2,own,rich,,2142.0,11.0,business
31.0,male,2,rent,little,little,3161.0,24.0,business
32.0,female,3,own,little,moderate,18424.0,48.0,vacation/others
32.0,male,2,own,moderate,,2848.0,10.0,car
68.0,male,3,own,little,little,14896.0,6.0,car
33.0,male,2,own,moderate,little,2359.0,24.0,furniture/equipment
39.0,male,3,rent,little,little,3345.0,24.0,furniture/equipment
28.0,female,2,own,little,,1817.0,18.0,furniture/equipment
37.0,male,3,own,quite rich,,12749.0,48.0,radio/TV
22.0,female,2,rent,little,little,1366.0,9.0,radio/TV
30.0,male,2,rent,little,moderate,2002.0,12.0,car
55.0,male,2,own,little,little,6872.0,24.0,furniture/equipment
46.0,male,2,own,little,little,697.0,12.0,car
21.0,female,2,rent,little,little,1049.0,18.0,furniture/equipment
39.0,male,2,free,little,little,10297.0,48.0,car
58.0,male,2,own,,,1867.0,30.0,radio/TV
43.0,male,1,own,little,little,1344.0,12.0,car
24.0,male,1,own,little,little,1747.0,24.0,furniture/equipment
22.0,female,2,own,little,moderate,1670.0,9.0,radio/TV
30.0,male,2,own,little,,1224.0,9.0,car
42.0,male,2,own,quite rich,,522.0,12.0,radio/TV
23.0,female,2,own,little,little,1498.0,12.0,radio/TV
30.0,male,3,own,moderate,moderate,1919.0,30.0,radio/TV
28.0,female,1,own,little,rich,745.0,9.0,radio/TV
30.0,male,3,rent,little,moderate,2063.0,6.0,radio/TV
42.0,male,2,free,little,moderate,6288.0,60.0,education
46.0,male,3,own,,,6842.0,24.0,car
45.0,male,3,own,,,3527.0,12.0,car
31.0,male,1,own,little,,1546.0,10.0,car
31.0,male,2,own,,,929.0,24.0,furniture/equipment
42.0,male,1,own,little,,1455.0,4.0,car
46.0,female,2,rent,little,little,1845.0,15.0,furniture/equipment
30.0,female,2,own,quite rich,moderate,8358.0,48.0,car
30.0,male,2,free,quite rich,little,3349.0,24.0,furniture/equipment
38.0,male,3,own,,,2859.0,12.0,car
43.0,male,1,own,little,,1533.0,18.0,furniture/equipment
31.0,male,2,own,moderate,,3621.0,24.0,radio/TV
40.0,male,0,own,little,moderate,3590.0,18.0,business
24.0,male,2,own,little,little,2145.0,36.0,business
28.0,female,2,rent,quite rich,moderate,4113.0,24.0,car
26.0,female,3,own,little,,10974.0,36.0,furniture/equipment
29.0,female,2,own,little,little,1893.0,12.0,car
57.0,female,3,rent,rich,little,1231.0,24.0,radio/TV
49.0,male,1,own,,rich,3656.0,30.0,radio/TV
37.0,male,1,own,little,moderate,1154.0,9.0,radio/TV
45.0,male,1,own,little,little,4006.0,28.0,car
30.0,male,2,free,moderate,moderate,3069.0,24.0,furniture/equipment
30.0,male,2,rent,little,,1740.0,6.0,radio/TV
47.0,male,2,own,little,moderate,2353.0,21.0,car
29.0,male,2,own,,,3556.0,15.0,car
35.0,male,2,own,quite rich,,2397.0,24.0,radio/TV
22.0,male,1,own,little,moderate,454.0,6.0,repairs
26.0,female,2,own,,moderate,1715.0,30.0,radio/TV
23.0,male,1,own,quite rich,moderate,2520.0,27.0,radio/TV
54.0,female,3,rent,little,,3568.0,15.0,radio/TV
29.0,male,2,rent,,,7166.0,42.0,radio/TV
40.0,male,1,own,little,little,3939.0,11.0,car
22.0,male,2,own,moderate,moderate,1514.0,15.0,repairs
43.0,male,1,own,little,,7393.0,24.0,car
29.0,female,0,rent,little,little,1193.0,24.0,car
36.0,male,2,rent,little,little,7297.0,60.0,business
33.0,female,2,own,little,,2831.0,30.0,radio/TV
57.0,female,1,own,quite rich,rich,1258.0,24.0,radio/TV
64.0,female,2,own,little,moderate,753.0,6.0,radio/TV
42.0,male,2,own,,moderate,2427.0,18.0,business
47.0,male,1,own,little,,2538.0,24.0,car
25.0,male,2,rent,moderate,moderate,1264.0,15.0,car
49.0,male,2,own,little,moderate,8386.0,30.0,furniture/equipment
33.0,male,3,rent,little,,4844.0,48.0,business
28.0,female,3,own,moderate,rich,2923.0,21.0,car
26.0,male,2,own,little,little,8229.0,36.0,car
30.0,male,1,own,little,,2028.0,24.0,furniture/equipment
25.0,female,2,rent,little,little,1433.0,15.0,furniture/equipment
33.0,male,2,own,little,rich,6289.0,42.0,business
64.0,female,2,own,moderate,,1409.0,13.0,radio/TV
29.0,male,3,free,little,little,6579.0,24.0,car
48.0,male,1,own,little,moderate,1743.0,24.0,radio/TV
37.0,male,1,own,,,3565.0,12.0,education
34.0,male,1,own,moderate,,1569.0,15.0,radio/TV
23.0,male,1,rent,,little,1936.0,18.0,radio/TV
30.0,male,3,own,little,little,3959.0,36.0,furniture/equipment
50.0,male,2,own,,,2390.0,12.0,car
31.0,female,1,own,little,,1736.0,12.0,furniture/equipment
40.0,male,3,own,little,little,3857.0,30.0,car
38.0,male,2,own,little,,804.0,12.0,radio/TV
23.0,male,2,free,little,little,1845.0,45.0,radio/TV
27.0,male,2,own,moderate,moderate,4576.0,45.0,car
